,magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,depth,latitude,longitude,day,evening,morning,night,Mi,mb,md,ml,ms,mw,mwb,mwc,mww,ak,at,ci,duputel,hv,nc,nn,official,pt,us,uw
314,7.1,6,6,1,780,0,0.592,11.0,135.0,-14.8595,167.303,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
315,6.6,7,7,0,671,0,2.486,13.0,18.0,-0.6212,131.262,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
316,6.6,5,7,1,820,0,1.064,14.0,35.0,-31.7275,-71.3792,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
317,6.7,5,7,0,718,0,0.853,35.0,23.0,-31.5173,-71.804,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
318,6.5,6,7,0,657,0,0.749,62.0,27.0,-31.4244,-71.6876,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
319,7.0,8,7,0,799,0,0.903,13.0,28.41,-31.5622,-71.4262,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
320,8.3,9,8,1,1960,0,0.684,19.0,22.44,-31.5729,-71.6744,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
321,6.7,5,5,1,708,0,1.256,123.0,10.0,24.913,-109.623,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
322,6.5,0,5,1,650,0,2.045,16.0,6.43,-9.3293,157.877,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
323,6.6,3,5,1,671,0,1.872,20.0,22.0,-9.3438,158.053,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
324,7.0,9,7,1,762,0,6.278,12.0,48.0,-2.6286,138.528,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
325,6.9,4,7,1,734,0,0.444,39.0,29.0,52.376,-169.446,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
326,7.0,8,6,1,759,0,5.205,22.0,11.0,-10.4012,165.141,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
327,6.5,4,4,1,686,0,1.218,20.0,20.0,13.8672,-58.5479,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
328,6.7,4,5,1,691,0,1.529,11.0,12.0,-9.307,158.403,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
329,6.5,3,4,0,652,0,2.277,11.0,460.0,27.7375,139.725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
330,7.8,6,3,1,1151,0,1.675,12.0,664.0,27.8386,140.493,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
331,6.8,5,6,1,762,0,0.0,0.0,72.6,56.594,-156.43,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
332,6.8,1,5,1,711,0,3.619,18.0,10.0,-11.1093,163.215,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
333,6.9,1,4,1,732,0,4.024,22.0,11.19,-11.0559,163.696,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
334,6.8,1,4,1,711,0,4.395,15.0,11.0,-10.8759,164.169,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
335,6.8,8,6,1,831,0,1.422,8.0,35.0,38.9056,142.032,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
336,7.3,8,7,0,1563,0,0.677,11.0,15.0,27.8087,86.0655,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
337,7.1,1,6,1,776,0,3.835,11.0,10.0,-7.2175,154.557,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
338,7.5,7,8,1,869,0,1.295,22.0,55.0,-5.4624,151.875,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
339,6.8,5,6,1,714,0,1.074,23.0,44.0,-5.2005,151.777,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
340,6.7,5,6,1,692,0,1.239,12.0,31.0,-5.375,151.771,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
341,6.7,7,7,0,1016,0,0.727,13.0,22.91,27.7711,86.0173,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
342,6.6,8,7,0,733,0,1.778,16.0,10.0,28.2244,84.8216,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
343,7.8,8,9,0,2820,0,1.857,12.0,8.22,28.2305,84.7314,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
344,6.5,0,5,1,650,0,3.702,42.0,10.0,-15.8815,-178.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
345,6.5,2,5,1,650,0,4.629,36.0,11.0,-15.4994,-173.029,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
346,7.5,6,7,1,872,0,0.666,19.0,41.0,-4.7294,152.562,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
347,7.0,4,6,0,760,0,1.362,12.0,552.06,-7.2968,122.535,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
348,6.7,5,5,1,714,0,1.925,20.0,23.0,39.8558,142.881,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
349,6.7,4,6,1,700,0,2.11,16.0,223.0,-23.1125,-66.688,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
350,6.8,1,4,1,711,0,2.019,13.0,219.96,-17.0309,168.52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
351,6.5,1,4,1,650,0,4.318,61.0,8.0,5.9045,-82.6576,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
352,6.6,7,6,1,709,0,2.485,43.0,20.0,7.9401,-82.6865,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
353,6.6,1,5,1,670,0,3.246,12.0,23.0,-6.5108,154.46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
354,6.6,1,3,0,670,0,2.6,9.0,614.0,6.1572,123.126,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
355,6.8,6,5,1,713,0,1.421,19.0,39.0,1.9604,126.575,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
356,6.5,5,5,1,652,0,1.549,9.0,35.0,2.2999,127.056,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
357,6.7,7,4,1,698,0,1.079,25.0,22.0,-37.6478,179.662,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
358,7.1,4,6,1,779,0,1.397,18.0,45.0,1.8929,126.522,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
359,6.6,2,6,1,671,0,3.557,13.0,53.19,-5.9873,148.232,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
360,7.1,3,6,1,776,0,4.415,13.0,434.0,-19.6903,-177.759,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
361,7.3,8,6,1,982,0,1.078,18.0,40.0,12.5262,-88.1225,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
362,6.7,5,5,1,724,0,0.46,11.0,130.0,13.7641,144.429,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
363,6.8,6,6,1,741,0,4.107,18.0,101.0,-14.598,-73.5714,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
364,6.9,0,4,1,732,0,6.393,12.0,13.0,0.8295,146.169,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
365,6.9,0,6,1,732,0,3.934,15.0,615.42,-19.8015,-178.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
366,6.5,5,4,1,706,0,2.421,9.0,20.0,37.0052,142.452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
367,6.9,8,7,1,1079,0,0.263,51.0,53.0,14.724,-92.4614,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
368,6.5,0,4,1,650,0,2.124,15.0,20.0,-6.2304,152.807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
369,6.7,0,5,1,691,0,6.713,45.0,18.0,-14.9831,-175.51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
370,6.9,0,5,1,732,0,4.838,25.0,8.0,-55.4703,-28.3669,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
371,7.9,6,8,1,963,0,0.133,22.0,109.0,51.8486,178.735,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
372,6.7,0,5,0,691,0,0.748,43.0,26.59,-29.9414,-177.607,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
373,6.5,0,5,0,650,0,0.778,30.0,10.0,-29.9379,-177.516,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
374,6.9,0,5,1,732,0,0.751,35.0,20.0,-29.9772,-177.725,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
375,6.9,9,7,0,951,0,0.402,25.0,6.43,40.2893,25.3889,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
376,6.5,7,5,1,694,0,3.121,33.0,10.0,7.2096,-82.3045,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
377,6.6,0,5,1,670,0,3.34,10.0,106.0,-21.4542,170.355,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
378,6.5,4,6,1,838,0,0.0,0.0,10.0,49.6388,-127.732,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
379,7.5,0,6,1,865,0,3.82,16.0,43.37,-6.7547,155.024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
380,6.6,0,6,1,670,0,3.803,11.0,29.0,-6.6558,155.087,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
381,7.2,8,7,1,1017,0,2.25,46.0,24.0,17.397,-100.972,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
382,6.6,0,6,0,670,0,2.666,22.0,10.0,-11.1284,162.052,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
383,7.4,0,6,1,842,0,2.885,17.0,39.0,-11.4633,162.051,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
384,7.6,0,7,1,889,0,2.828,13.0,22.56,-11.2701,162.148,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
385,6.6,6,5,1,677,0,0.761,20.0,135.0,11.642,-85.8779,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
386,6.5,0,6,1,650,0,3.787,16.0,20.0,-6.7878,154.95,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
387,7.1,0,7,1,776,0,3.729,21.0,60.53,-6.5858,155.048,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
388,7.7,8,9,1,1057,0,1.029,44.0,22.4,-20.5709,-70.4931,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
389,6.5,7,7,0,670,0,0.828,82.0,24.07,-20.3113,-70.5756,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
390,6.9,0,5,0,732,0,0.828,119.0,28.42,-19.8927,-70.9455,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
391,8.2,9,8,1,1332,0,0.609,23.0,25.0,-19.6097,-70.7691,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
392,6.7,7,7,1,718,0,1.008,44.0,20.0,-19.9807,-70.7022,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
393,6.8,5,5,1,1211,112,0.6568,229.0,16.441,40.8287,-125.134,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394,6.5,4,5,1,668,0,1.001,17.0,119.0,27.4312,127.367,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
395,6.5,5,4,1,681,0,1.635,30.0,14.83,14.6682,-58.9272,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
396,6.9,3,8,0,733,0,7.496,18.0,10.0,35.9053,82.5864,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
397,6.5,0,5,1,650,0,0.409,20.0,122.0,-15.0691,167.372,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
398,6.5,0,3,1,650,0,3.651,22.0,44.26,-32.9076,-177.881,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
399,6.5,0,4,1,650,0,3.997,14.0,187.0,-13.8633,167.249,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400,6.5,3,4,0,651,0,5.194,22.0,371.0,-17.1171,-176.545,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
401,7.7,1,8,1,912,0,8.05,23.0,10.0,-60.2738,-46.4011,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
402,6.9,0,5,1,732,0,8.284,17.0,9.97,-60.2627,-47.0621,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
403,6.6,6,7,1,723,0,0.636,31.0,27.0,-30.2921,-71.5215,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
404,7.1,6,4,1,872,0,3.968,10.0,35.0,37.1557,144.661,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
405,6.6,8,5,1,692,0,1.98,44.0,9.45,26.0913,-110.321,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
406,6.8,0,6,1,711,0,5.79,9.0,35.0,-6.4456,154.931,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
407,7.1,9,8,1,1092,0,3.144,12.0,19.04,9.8796,124.117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
408,6.6,5,6,0,691,0,1.984,40.0,40.0,35.5142,23.2523,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
409,6.7,0,3,0,691,0,2.958,11.0,573.0,53.1995,152.786,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
410,6.5,0,4,1,650,0,1.709,21.0,41.54,-30.9255,-178.323,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
411,6.8,7,7,0,1005,0,7.359,17.0,12.0,27.1825,65.5052,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
412,7.1,8,7,1,843,0,4.446,17.0,40.0,-15.8385,-74.5112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
413,7.7,5,8,0,2015,0,7.241,17.0,15.0,26.951,65.5009,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
414,6.5,0,6,1,650,0,0.735,24.0,20.0,51.5573,-174.767,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
415,6.5,5,3,0,739,0,3.276,26.0,402.0,29.9377,138.833,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
416,6.5,4,5,0,668,0,3.097,11.0,112.0,-7.44,128.221,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
417,7.0,5,6,0,758,0,0.624,53.0,29.0,51.537,-175.23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
418,6.5,9,7,1,690,0,0.0,0.0,8.2,-41.734,174.152,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
419,6.7,4,5,1,715,0,3.741,22.0,12.0,5.7732,-78.1999,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
420,6.5,6,7,1,693,229,0.0,20.0,17.0,-41.704,174.337,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
421,7.3,0,6,1,820,398,0.0,43.0,11.0,-60.857,-25.07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
422,6.6,4,6,0,674,139,0.0,14.0,56.0,-6.029,149.706,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
423,7.3,0,4,1,820,117,0.0,24.0,385.5,-3.917,153.927,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
424,6.6,0,7,1,670,111,0.0,16.0,10.0,10.701,-42.594,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
425,6.5,5,6,1,679,698,0.0,27.0,30.0,11.763,-86.926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
426,6.7,5,4,0,710,515,0.0,24.0,9.0,-10.004,107.236,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
427,6.7,0,3,1,691,217,0.0,25.2,624.0,52.235,151.444,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
428,8.3,5,5,1,1115,385,0.0,10.0,598.1,54.892,153.221,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
429,7.4,0,6,1,842,626,0.0,16.0,173.7,-23.009,-177.232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
430,6.8,0,3,0,711,131,0.0,18.0,602.2,18.728,145.288,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
431,6.5,0,6,1,650,264,0.0,16.6,10.0,-3.898,152.127,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
432,6.6,8,8,0,2083,548,0.0,12.6,14.0,30.308,102.888,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
433,7.2,5,7,1,804,770,0.0,10.1,110.0,46.221,150.788,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
434,6.6,7,7,1,672,445,0.0,11.0,13.0,-3.214,142.542,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
435,7.7,8,8,0,1421,506,0.0,26.6,80.0,28.033,61.996,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
436,6.6,0,5,1,670,491,0.0,11.5,31.0,-6.475,154.607,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
437,7.0,3,7,1,755,640,0.0,11.4,66.0,-3.517,138.476,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
438,6.5,0,6,1,650,317,0.0,14.2,28.0,-6.598,148.174,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
439,6.5,3,6,0,651,480,0.0,20.7,29.0,50.958,157.408,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
440,6.9,5,6,1,736,531,0.0,20.7,41.0,50.954,157.283,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
441,6.6,0,7,1,670,697,0.0,15.3,11.0,67.631,142.508,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
442,6.6,0,6,1,670,421,0.0,16.6,18.0,-10.994,165.741,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
443,6.9,5,5,1,904,562,0.0,23.7,145.0,1.135,-77.393,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
444,7.1,9,6,1,780,334,0.0,16.5,21.0,-10.928,166.018,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
445,6.8,0,7,1,711,400,0.0,17.5,12.0,-10.838,165.969,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
446,6.7,0,6,1,691,387,0.0,26.5,11.0,-10.997,165.655,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
447,7.0,0,6,0,754,445,0.0,17.5,8.8,-10.499,165.588,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
448,7.1,0,5,0,776,550,0.0,18.4,10.0,-11.183,164.882,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
449,8.0,8,7,1,993,460,0.0,20.9,24.0,-10.799,165.114,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
450,6.9,6,7,0,814,686,0.0,28.0,107.0,42.77,143.092,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
451,6.8,6,7,0,771,596,0.0,19.3,45.0,-28.094,-70.653,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
452,7.5,6,6,0,1425,0,0.0,0.0,8.7,55.228,-134.859,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
453,6.7,0,4,0,691,521,0.0,13.7,200.7,-14.344,167.286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
454,7.1,5,5,0,843,517,0.0,8.7,155.0,-6.533,129.825,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
455,7.3,6,5,0,1014,918,0.0,14.8,31.0,37.89,143.949,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
456,6.5,4,5,0,708,598,0.0,57.3,20.0,14.129,-92.164,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
457,6.8,7,6,0,795,391,0.0,13.7,13.7,23.005,95.885,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
458,7.4,8,7,0,1455,751,0.0,25.5,24.0,13.988,-91.895,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459,7.8,8,7,0,1726,807,0.0,42.7,14.0,52.788,-132.101,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
460,6.5,6,6,0,745,691,0.0,34.4,17.0,10.086,-85.298,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461,6.6,3,5,0,675,291,0.0,17.7,13.0,-4.892,134.03,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
462,7.3,7,6,0,1221,934,0.0,15.5,170.0,1.929,-76.362,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463,7.6,8,7,0,1555,703,0.0,34.3,35.0,10.085,-85.315,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464,7.6,8,5,0,1115,682,0.0,10.2,28.0,10.811,126.638,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465,7.3,5,5,0,994,417,0.0,37.0,28.0,12.139,-88.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
466,6.6,4,5,0,678,497,0.0,14.6,91.1,2.19,126.837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467,7.7,7,4,0,941,862,0.0,13.8,583.2,49.8,145.064,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
468,6.5,5,6,0,653,576,0.0,11.7,41.0,-4.651,153.173,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
469,6.6,4,5,0,675,529,0.0,15.7,134.7,-18.685,-174.705,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
470,6.7,0,7,0,691,370,0.0,15.4,16.0,-1.617,134.276,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
471,6.8,6,5,0,732,597,0.0,12.6,198.0,-5.462,147.117,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
472,6.7,0,7,0,691,518,0.0,26.9,29.0,-32.625,-71.365,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
473,7.0,7,7,0,1000,474,0.0,95.9,13.0,28.696,-113.104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
474,6.5,7,6,0,1171,599,0.0,54.1,20.0,18.229,-102.689,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
